Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform,Genre,Publisher
13963,2010.0,0.0,0.0,0.04,0.0,0.04,19,1,1
13965,2010.0,0.0,0.0,0.04,0.0,0.04,4,3,3
13966,2007.0,0.03,0.0,0.0,0.0,0.04,4,5,5
13967,2002.0,0.03,0.01,0.0,0.0,0.04,6,0,0
13968,2010.0,0.0,0.0,0.04,0.0,0.04,28,7,7
13969,2014.0,0.0,0.0,0.04,0.0,0.04,20,6,6
13970,2009.0,0.03,0.0,0.0,0.0,0.04,4,8,8
13971,2003.0,0.03,0.01,0.0,0.0,0.04,6,4,4
13972,2015.0,0.0,0.03,0.0,0.01,0.04,20,10,10
13973,1994.0,0.0,0.0,0.04,0.0,0.04,21,2,2
13974,2006.0,0.0,0.0,0.04,0.0,0.04,16,11,11
13975,2005.0,0.02,0.01,0.0,0.0,0.04,16,7,7
13976,2012.0,0.0,0.0,0.04,0.0,0.04,19,0,0
13977,1999.0,0.02,0.01,0.0,0.0,0.04,15,5,5
13978,2013.0,0.0,0.0,0.04,0.0,0.04,19,1,1
13979,2014.0,0.0,0.0,0.04,0.0,0.04,20,7,7
13980,2007.0,0.0,0.0,0.04,0.0,0.04,4,1,1
13981,2005.0,0.03,0.01,0.0,0.0,0.04,6,0,0
13982,2011.0,0.0,0.03,0.0,0.01,0.04,13,4,4
13983,2016.0,0.0,0.0,0.04,0.0,0.04,2,3,3
13984,2008.0,0.0,0.0,0.04,0.0,0.04,16,3,3
13985,2011.0,0.0,0.03,0.0,0.0,0.04,13,11,11
13986,2004.0,0.03,0.01,0.0,0.0,0.04,7,4,4
13987,2015.0,0.03,0.0,0.0,0.01,0.04,17,0,0
13988,2009.0,0.0,0.0,0.04,0.0,0.04,28,1,1
13989,2009.0,0.0,0.0,0.04,0.0,0.04,17,11,11
13990,2012.0,0.0,0.0,0.04,0.0,0.04,17,7,7
13991,2006.0,0.02,0.01,0.0,0.0,0.04,16,2,2
13992,2013.0,0.0,0.03,0.0,0.0,0.04,13,1,1
13993,2009.0,0.0,0.0,0.04,0.0,0.04,19,1,1
13994,1998.0,0.02,0.01,0.0,0.0,0.04,15,7,7
13995,2015.0,0.0,0.03,0.0,0.01,0.04,17,10,10
13996,2016.0,0.01,0.02,0.0,0.0,0.04,30,8,8
13997,2009.0,0.02,0.01,0.0,0.0,0.04,16,3,3
13998,2008.0,0.03,0.0,0.0,0.0,0.04,19,5,5
13999,2006.0,0.0,0.0,0.04,0.0,0.04,16,6,6
14000,2005.0,0.02,0.01,0.0,0.0,0.04,16,8,8
14001,2008.0,0.0,0.0,0.04,0.0,0.04,4,3,3
14002,2002.0,0.03,0.01,0.0,0.0,0.04,29,6,6
14003,2003.0,0.01,0.02,0.0,0.0,0.04,13,11,11
14004,2000.0,0.0,0.0,0.04,0.0,0.04,3,2,2
14005,2005.0,0.03,0.01,0.0,0.0,0.04,29,0,0
14006,2009.0,0.02,0.01,0.0,0.0,0.04,26,5,5
14007,2016.0,0.0,0.0,0.04,0.0,0.04,2,1,1
14008,2011.0,0.02,0.01,0.0,0.01,0.04,17,0,0
14009,2007.0,0.03,0.0,0.0,0.0,0.04,19,5,5
14010,2005.0,0.03,0.01,0.0,0.0,0.04,29,0,0
14011,2007.0,0.0,0.0,0.04,0.0,0.04,17,7,7
14012,2002.0,0.03,0.01,0.0,0.0,0.04,6,8,8
14013,2008.0,0.0,0.03,0.0,0.01,0.04,13,5,5
14014,2007.0,0.0,0.0,0.04,0.0,0.04,4,3,3
14015,2011.0,0.0,0.0,0.04,0.0,0.04,19,1,1
14016,2010.0,0.0,0.0,0.04,0.0,0.04,4,11,11
14017,2010.0,0.0,0.0,0.04,0.0,0.04,19,1,1
14018,2011.0,0.03,0.0,0.0,0.0,0.04,4,5,5
14019,2009.0,0.0,0.0,0.04,0.0,0.04,16,1,1
14020,2007.0,0.0,0.03,0.0,0.01,0.04,13,11,11
14021,2003.0,0.03,0.01,0.0,0.0,0.04,29,10,10
14022,2006.0,0.0,0.0,0.04,0.0,0.04,16,10,10
14023,2008.0,0.0,0.03,0.0,0.01,0.04,13,8,8
14024,2009.0,0.0,0.0,0.04,0.0,0.04,26,10,10
14025,2004.0,0.02,0.01,0.0,0.0,0.04,16,8,8
14026,2015.0,0.0,0.0,0.04,0.0,0.04,20,7,7
14027,2006.0,0.0,0.0,0.04,0.0,0.04,16,1,1
14028,2005.0,0.02,0.01,0.0,0.0,0.04,16,3,3
14029,2012.0,0.0,0.0,0.04,0.0,0.04,19,0,0
14030,2009.0,0.0,0.03,0.0,0.01,0.04,13,11,11
14031,1996.0,0.02,0.01,0.0,0.0,0.04,15,3,3
14032,2010.0,0.03,0.0,0.0,0.0,0.04,4,9,9
14033,2003.0,0.03,0.01,0.0,0.0,0.04,6,10,10
14034,2003.0,0.03,0.01,0.0,0.0,0.04,29,8,8
14035,2006.0,0.03,0.0,0.0,0.0,0.04,4,10,10
14036,1994.0,0.0,0.0,0.04,0.0,0.04,8,10,10
14037,2004.0,0.03,0.01,0.0,0.0,0.04,29,1,1
14038,1998.0,0.0,0.03,0.0,0.01,0.04,13,11,11
14039,2007.0,0.0,0.0,0.04,0.0,0.04,16,11,11
14040,2004.0,0.0,0.0,0.04,0.0,0.04,4,3,3
14041,2007.0,0.0,0.03,0.0,0.01,0.04,13,0,0
14042,2010.0,0.0,0.0,0.04,0.0,0.04,28,8,8
14043,2013.0,0.01,0.02,0.0,0.0,0.04,2,3,3
14044,2008.0,0.03,0.0,0.0,0.0,0.04,4,3,3
14045,2001.0,0.03,0.01,0.0,0.0,0.04,6,0,0
14046,2015.0,0.0,0.03,0.0,0.0,0.04,2,0,0
14047,2009.0,0.0,0.0,0.04,0.0,0.04,19,7,7
14049,2010.0,0.0,0.03,0.0,0.01,0.04,17,10,10
14050,1999.0,0.02,0.01,0.0,0.0,0.04,15,7,7
14051,2007.0,0.0,0.03,0.0,0.01,0.04,13,7,7
14052,2009.0,0.03,0.0,0.0,0.0,0.04,4,3,3
14053,2010.0,0.0,0.03,0.0,0.01,0.04,13,7,7
14054,2014.0,0.01,0.02,0.0,0.0,0.04,27,0,0
14055,2015.0,0.0,0.0,0.04,0.0,0.04,2,11,11
14056,2006.0,0.0,0.03,0.0,0.01,0.04,13,9,9
14059,2006.0,0.0,0.0,0.04,0.0,0.04,19,7,7
14060,2009.0,0.03,0.0,0.0,0.0,0.04,26,3,3
14061,2009.0,0.0,0.0,0.04,0.0,0.04,4,0,0
14062,2010.0,0.03,0.0,0.0,0.0,0.04,4,9,9
14063,2008.0,0.03,0.0,0.0,0.0,0.04,4,0,0
14064,2010.0,0.0,0.0,0.04,0.0,0.04,4,7,7
14065,2010.0,0.0,0.03,0.0,0.01,0.04,13,11,11
14066,2010.0,0.0,0.0,0.04,0.0,0.04,19,1,1
14067,2011.0,0.0,0.03,0.0,0.0,0.04,4,5,5
14068,2006.0,0.03,0.01,0.0,0.0,0.04,6,4,4
14069,2003.0,0.03,0.01,0.0,0.0,0.04,6,3,3
14070,2008.0,0.0,0.03,0.0,0.0,0.04,4,5,5
14071,2009.0,0.03,0.0,0.0,0.0,0.04,4,3,3
14072,2008.0,0.04,0.0,0.0,0.0,0.04,4,7,7
14073,1998.0,0.01,0.02,0.0,0.01,0.04,13,7,7
14074,2005.0,0.03,0.0,0.0,0.0,0.04,4,7,7
14075,2016.0,0.02,0.01,0.0,0.01,0.04,20,0,0
14076,2005.0,0.0,0.03,0.0,0.0,0.04,13,0,0
14077,2007.0,0.03,0.0,0.0,0.0,0.04,4,6,6
14078,2011.0,0.0,0.03,0.0,0.01,0.04,13,11,11
14079,2008.0,0.0,0.03,0.0,0.01,0.04,13,11,11
14080,2007.0,0.02,0.01,0.0,0.0,0.04,16,6,6
14081,2003.0,0.03,0.01,0.0,0.0,0.04,29,7,7
14082,2015.0,0.03,0.0,0.0,0.01,0.04,20,10,10
14083,2004.0,0.03,0.0,0.0,0.0,0.04,4,5,5
14084,2006.0,0.0,0.03,0.0,0.01,0.04,13,0,0
14085,2015.0,0.0,0.03,0.0,0.01,0.04,18,0,0
14086,2011.0,0.0,0.03,0.0,0.01,0.04,13,0,0
14087,2006.0,0.0,0.0,0.04,0.0,0.04,16,1,1
14088,2006.0,0.03,0.01,0.0,0.0,0.04,29,8,8
14090,2003.0,0.02,0.01,0.0,0.0,0.04,16,3,3
14091,2003.0,0.0,0.03,0.0,0.01,0.04,13,8,8
14092,2010.0,0.03,0.0,0.0,0.0,0.04,17,8,8
14093,2012.0,0.0,0.0,0.04,0.0,0.04,19,1,1
14094,2016.0,0.01,0.02,0.0,0.01,0.04,18,1,1
14095,1994.0,0.0,0.0,0.04,0.0,0.04,8,4,4
14096,2011.0,0.0,0.0,0.04,0.0,0.04,4,1,1
14097,2014.0,0.0,0.03,0.0,0.0,0.04,13,7,7
14098,2012.0,0.0,0.0,0.04,0.0,0.04,19,0,0
14099,2009.0,0.0,0.0,0.04,0.0,0.04,4,7,7
14101,2011.0,0.0,0.0,0.03,0.0,0.03,2,11,11
14102,2006.0,0.02,0.01,0.0,0.0,0.03,16,9,9
14103,2013.0,0.0,0.03,0.0,0.0,0.03,4,10,10
14104,2008.0,0.0,0.0,0.03,0.0,0.03,26,6,6
14105,2013.0,0.02,0.01,0.0,0.0,0.03,27,0,0
14106,2013.0,0.0,0.03,0.0,0.0,0.03,17,0,0
14107,2001.0,0.03,0.01,0.0,0.0,0.03,6,0,0
14108,2013.0,0.0,0.0,0.03,0.0,0.03,17,0,0
14109,2010.0,0.03,0.0,0.0,0.0,0.03,26,8,8
14110,2015.0,0.0,0.0,0.03,0.0,0.03,2,3,3
14111,2010.0,0.0,0.0,0.03,0.0,0.03,17,3,3
14112,2011.0,0.0,0.03,0.0,0.01,0.03,13,11,11
14113,2008.0,0.0,0.03,0.0,0.0,0.03,4,3,3
14114,2012.0,0.0,0.03,0.0,0.01,0.03,17,0,0
14115,2005.0,0.03,0.01,0.0,0.0,0.03,29,6,6
14116,2013.0,0.02,0.0,0.01,0.0,0.03,17,1,1
14117,2012.0,0.0,0.0,0.03,0.0,0.03,17,3,3
14118,2002.0,0.03,0.01,0.0,0.0,0.03,29,10,10
14119,2009.0,0.0,0.0,0.03,0.0,0.03,4,7,7
14120,2009.0,0.0,0.0,0.03,0.0,0.03,19,5,5
14121,2004.0,0.02,0.01,0.0,0.0,0.03,16,0,0
14122,1998.0,0.0,0.0,0.03,0.0,0.03,21,8,8
14123,2006.0,0.03,0.0,0.0,0.0,0.03,19,0,0
14124,2005.0,0.02,0.01,0.0,0.0,0.03,6,0,0
14125,2010.0,0.0,0.03,0.0,0.01,0.03,13,9,9
14126,2014.0,0.0,0.0,0.03,0.0,0.03,2,9,9
14127,2001.0,0.0,0.03,0.0,0.01,0.03,13,10,10
14128,2012.0,0.0,0.0,0.03,0.0,0.03,19,0,0
14129,2008.0,0.0,0.0,0.03,0.0,0.03,4,1,1
14130,2002.0,0.0,0.0,0.03,0.0,0.03,6,0,0
14131,2003.0,0.02,0.01,0.0,0.0,0.03,6,2,2
14132,2007.0,0.0,0.03,0.0,0.0,0.03,4,5,5
14133,2007.0,0.03,0.0,0.0,0.0,0.03,19,6,6
14134,2008.0,0.0,0.03,0.0,0.01,0.03,13,1,1
14135,2006.0,0.03,0.01,0.0,0.0,0.03,29,6,6
14136,2006.0,0.0,0.0,0.03,0.0,0.03,16,3,3
14137,2010.0,0.03,0.0,0.0,0.0,0.03,26,6,6
14138,2005.0,0.02,0.01,0.0,0.0,0.03,6,0,0
14139,2002.0,0.02,0.01,0.0,0.0,0.03,6,8,8
14140,2016.0,0.03,0.0,0.0,0.01,0.03,18,8,8
14141,2006.0,0.02,0.01,0.0,0.0,0.03,16,3,3
14142,2008.0,0.0,0.03,0.0,0.0,0.03,4,3,3
14143,2006.0,0.0,0.0,0.03,0.0,0.03,6,7,7
14144,2014.0,0.0,0.03,0.0,0.0,0.03,18,10,10
14145,2012.0,0.0,0.0,0.03,0.0,0.03,17,3,3
14146,2006.0,0.03,0.0,0.0,0.0,0.03,28,10,10
14147,2015.0,0.0,0.0,0.03,0.0,0.03,20,7,7
14148,2006.0,0.0,0.03,0.0,0.01,0.03,13,8,8
14149,2007.0,0.0,0.0,0.03,0.0,0.03,17,6,6
14150,2002.0,0.02,0.01,0.0,0.0,0.03,16,10,10
14151,2005.0,0.03,0.01,0.0,0.0,0.03,7,10,10
14152,2015.0,0.03,0.0,0.0,0.0,0.03,2,4,4
14153,2007.0,0.0,0.0,0.03,0.0,0.03,26,0,0
14154,1998.0,0.02,0.01,0.0,0.0,0.03,15,11,11
14155,2011.0,0.0,0.0,0.03,0.0,0.03,17,1,1
14156,2012.0,0.0,0.0,0.03,0.0,0.03,2,0,0
14157,2003.0,0.02,0.01,0.0,0.0,0.03,6,0,0
14158,2013.0,0.0,0.03,0.0,0.0,0.03,2,0,0
14159,2006.0,0.0,0.0,0.03,0.0,0.03,4,1,1
14160,2009.0,0.0,0.0,0.03,0.0,0.03,16,1,1
14161,2006.0,0.0,0.03,0.0,0.01,0.03,13,11,11
14163,2006.0,0.0,0.0,0.03,0.0,0.03,16,1,1
14164,2001.0,0.0,0.03,0.0,0.01,0.03,13,11,11
14165,2002.0,0.0,0.0,0.03,0.0,0.03,16,3,3
14166,2003.0,0.03,0.01,0.0,0.0,0.03,7,6,6
14167,2008.0,0.03,0.0,0.0,0.0,0.03,19,5,5
14168,2006.0,0.03,0.0,0.0,0.0,0.03,19,6,6
14169,2008.0,0.03,0.0,0.0,0.0,0.03,4,9,9
14170,2012.0,0.03,0.0,0.0,0.0,0.03,2,0,0
14171,2001.0,0.02,0.01,0.0,0.0,0.03,6,6,6
14172,2003.0,0.03,0.01,0.0,0.0,0.03,7,8,8
14173,2015.0,0.0,0.0,0.03,0.0,0.03,20,7,7
14174,2001.0,0.0,0.0,0.03,0.0,0.03,25,11,11
14175,2011.0,0.0,0.0,0.03,0.0,0.03,4,7,7
14176,2007.0,0.0,0.03,0.0,0.0,0.03,26,3,3
14177,2015.0,0.0,0.0,0.03,0.0,0.03,20,0,0
14178,2003.0,0.02,0.01,0.0,0.0,0.03,16,8,8
14179,2006.0,0.03,0.0,0.0,0.0,0.03,19,7,7
14180,2016.0,0.0,0.0,0.03,0.0,0.03,17,3,3
14181,2005.0,0.03,0.01,0.0,0.0,0.03,29,8,8
14182,2007.0,0.0,0.0,0.03,0.0,0.03,16,10,10
14183,2011.0,0.03,0.0,0.0,0.0,0.03,4,5,5
14184,2007.0,0.0,0.0,0.03,0.0,0.03,26,10,10
14185,2014.0,0.02,0.01,0.0,0.01,0.03,17,6,6
14186,2007.0,0.0,0.0,0.03,0.0,0.03,16,3,3
14187,2011.0,0.01,0.02,0.0,0.01,0.03,13,5,5
14188,2016.0,0.02,0.01,0.0,0.0,0.03,30,0,0
14189,2004.0,0.02,0.01,0.0,0.0,0.03,16,0,0
14190,2004.0,0.02,0.01,0.0,0.0,0.03,16,7,7
14191,2008.0,0.0,0.0,0.03,0.0,0.03,4,9,9
14192,1996.0,0.02,0.01,0.0,0.0,0.03,15,0,0
14193,2013.0,0.0,0.0,0.03,0.0,0.03,2,11,11
14194,2005.0,0.01,0.0,0.02,0.0,0.03,4,3,3
14195,2005.0,0.03,0.01,0.0,0.0,0.03,7,10,10
14196,2011.0,0.0,0.0,0.03,0.0,0.03,17,11,11
14197,2005.0,0.02,0.01,0.0,0.0,0.03,6,10,10
14198,2015.0,0.02,0.01,0.0,0.0,0.03,28,1,1
14199,2011.0,0.0,0.0,0.03,0.0,0.03,19,1,1
14201,2001.0,0.0,0.0,0.03,0.0,0.03,6,7,7
14202,2009.0,0.0,0.0,0.03,0.0,0.03,19,2,2
14203,2002.0,0.02,0.01,0.0,0.0,0.03,6,4,4
14204,2016.0,0.0,0.0,0.03,0.0,0.03,20,10,10
14205,2013.0,0.0,0.0,0.03,0.0,0.03,19,1,1
14206,2006.0,0.0,0.0,0.03,0.0,0.03,19,7,7
14207,2009.0,0.0,0.03,0.0,0.01,0.03,13,8,8
14208,2003.0,0.03,0.01,0.0,0.0,0.03,7,6,6
14209,2008.0,0.03,0.0,0.0,0.0,0.03,4,6,6
14210,2014.0,0.0,0.0,0.03,0.0,0.03,2,0,0
14211,2008.0,0.0,0.0,0.03,0.0,0.03,4,10,10
14212,2007.0,0.0,0.0,0.03,0.0,0.03,19,7,7
14213,2001.0,0.02,0.01,0.0,0.0,0.03,15,0,0
14214,2009.0,0.0,0.03,0.0,0.01,0.03,13,6,6
14215,2012.0,0.0,0.0,0.03,0.0,0.03,17,0,0
14216,2007.0,0.0,0.0,0.03,0.0,0.03,16,1,1
14217,2009.0,0.0,0.03,0.0,0.01,0.03,13,0,0
14218,2013.0,0.0,0.03,0.0,0.0,0.03,26,0,0
14219,1996.0,0.02,0.01,0.0,0.0,0.03,15,10,10
14220,2007.0,0.0,0.0,0.03,0.0,0.03,16,3,3
14221,1994.0,0.0,0.0,0.03,0.0,0.03,23,7,7
14222,2009.0,0.0,0.03,0.0,0.01,0.03,13,8,8
14223,2011.0,0.0,0.0,0.03,0.0,0.03,28,9,9
14224,2008.0,0.03,0.0,0.0,0.0,0.03,4,0,0
14225,1998.0,0.02,0.01,0.0,0.0,0.03,15,1,1
14226,2003.0,0.03,0.01,0.0,0.0,0.03,7,8,8
14227,2005.0,0.02,0.01,0.0,0.0,0.03,6,4,4
14228,2013.0,0.0,0.0,0.03,0.0,0.03,2,4,4
14229,1995.0,0.0,0.0,0.03,0.0,0.03,15,1,1
14230,2015.0,0.0,0.0,0.03,0.0,0.03,18,2,2
14231,2011.0,0.0,0.03,0.0,0.0,0.03,2,10,10
14232,2009.0,0.0,0.0,0.03,0.0,0.03,19,7,7
14233,1994.0,0.0,0.0,0.03,0.0,0.03,23,7,7
14234,2002.0,0.02,0.01,0.0,0.0,0.03,16,1,1
14235,2008.0,0.03,0.0,0.0,0.0,0.03,4,1,1
14236,2016.0,0.03,0.0,0.0,0.01,0.03,18,6,6
14237,2009.0,0.0,0.0,0.03,0.0,0.03,4,1,1
14238,2006.0,0.0,0.03,0.0,0.01,0.03,13,9,9
14239,2007.0,0.03,0.0,0.0,0.0,0.03,26,1,1
14240,2008.0,0.02,0.01,0.0,0.0,0.03,28,10,10
14241,2010.0,0.0,0.03,0.0,0.0,0.03,13,0,0
14242,2010.0,0.0,0.0,0.03,0.0,0.03,4,9,9
14243,2006.0,0.0,0.0,0.03,0.0,0.03,19,3,3
14244,2011.0,0.0,0.0,0.03,0.0,0.03,17,1,1
14245,2010.0,0.03,0.0,0.0,0.0,0.03,26,6,6
14246,2014.0,0.0,0.03,0.0,0.0,0.03,13,6,6
14247,2015.0,0.0,0.03,0.0,0.0,0.03,17,0,0
14248,1996.0,0.02,0.01,0.0,0.0,0.03,15,8,8
14249,2007.0,0.03,0.0,0.0,0.0,0.03,19,2,2
14250,2003.0,0.0,0.0,0.03,0.0,0.03,29,0,0
14251,2015.0,0.0,0.0,0.03,0.0,0.03,17,0,0
14252,2012.0,0.0,0.03,0.0,0.0,0.03,13,0,0
14253,2002.0,0.02,0.01,0.0,0.0,0.03,6,0,0
14254,2006.0,0.02,0.01,0.0,0.0,0.03,6,10,10
14255,2008.0,0.03,0.0,0.0,0.0,0.03,26,5,5
14256,2009.0,0.0,0.03,0.0,0.01,0.03,13,1,1
14257,2011.0,0.03,0.0,0.0,0.0,0.03,26,3,3
14258,2008.0,0.03,0.0,0.0,0.0,0.03,28,6,6
14259,2002.0,0.02,0.01,0.0,0.0,0.03,6,4,4
14260,2006.0,0.03,0.0,0.0,0.0,0.03,4,4,4
14261,2013.0,0.0,0.0,0.03,0.0,0.03,2,9,9
14262,2014.0,0.0,0.0,0.03,0.0,0.03,2,7,7
14263,2007.0,0.0,0.0,0.03,0.0,0.03,4,11,11
14264,2011.0,0.0,0.03,0.0,0.01,0.03,13,6,6
14265,2005.0,0.02,0.01,0.0,0.0,0.03,6,6,6
14266,2005.0,0.03,0.0,0.0,0.0,0.03,19,6,6
14267,2007.0,0.0,0.03,0.0,0.01,0.03,13,11,11
14268,2006.0,0.0,0.03,0.0,0.01,0.03,13,11,11
14269,2010.0,0.02,0.01,0.0,0.0,0.03,4,1,1
14270,2007.0,0.01,0.02,0.0,0.01,0.03,13,5,5
14271,2015.0,0.0,0.0,0.03,0.0,0.03,27,3,3
14272,2007.0,0.0,0.0,0.03,0.0,0.03,4,10,10
14273,2009.0,0.0,0.0,0.03,0.0,0.03,16,10,10
14274,2009.0,0.03,0.01,0.0,0.0,0.03,4,5,5
14275,2010.0,0.03,0.0,0.0,0.0,0.03,4,3,3
14277,2014.0,0.0,0.03,0.0,0.0,0.03,13,0,0
14278,2014.0,0.0,0.0,0.03,0.0,0.03,17,7,7
14279,2012.0,0.0,0.0,0.03,0.0,0.03,17,0,0
14280,2010.0,0.02,0.01,0.0,0.0,0.03,4,9,9
14281,2002.0,0.03,0.01,0.0,0.0,0.03,7,10,10
14282,2013.0,0.0,0.0,0.03,0.0,0.03,2,9,9
14283,2007.0,0.0,0.0,0.03,0.0,0.03,4,9,9
14284,2009.0,0.0,0.03,0.0,0.01,0.03,13,3,3
14285,2011.0,0.03,0.0,0.0,0.0,0.03,13,1,1
14286,2012.0,0.0,0.03,0.0,0.01,0.03,13,1,1
14287,2004.0,0.03,0.0,0.0,0.0,0.03,19,5,5
14288,2003.0,0.03,0.01,0.0,0.0,0.03,7,0,0
14289,2013.0,0.0,0.0,0.03,0.0,0.03,20,11,11
14290,2008.0,0.0,0.0,0.03,0.0,0.03,16,11,11
14291,2006.0,0.02,0.01,0.0,0.0,0.03,16,0,0
14292,2007.0,0.03,0.0,0.0,0.0,0.03,4,1,1
14293,2007.0,0.03,0.0,0.0,0.0,0.03,4,9,9
14294,2015.0,0.0,0.0,0.03,0.0,0.03,2,7,7
14295,2000.0,0.02,0.01,0.0,0.0,0.03,15,0,0
14296,2010.0,0.03,0.0,0.0,0.0,0.03,4,7,7
14297,2008.0,0.0,0.0,0.03,0.0,0.03,4,2,2
14298,2006.0,0.0,0.0,0.03,0.0,0.03,4,3,3
14300,2012.0,0.0,0.0,0.03,0.0,0.03,17,1,1
14301,2005.0,0.02,0.01,0.0,0.0,0.03,6,10,10
14302,2009.0,0.01,0.02,0.0,0.01,0.03,13,11,11
14303,2008.0,0.03,0.0,0.0,0.0,0.03,4,9,9
14304,2016.0,0.02,0.01,0.01,0.0,0.03,2,0,0
14305,2004.0,0.02,0.01,0.0,0.0,0.03,29,9,9
14306,2006.0,0.03,0.0,0.0,0.0,0.03,19,3,3
14307,2008.0,0.0,0.0,0.03,0.0,0.03,4,1,1
14308,2007.0,0.0,0.0,0.03,0.0,0.03,19,4,4
14309,2016.0,0.03,0.0,0.0,0.0,0.03,2,4,4
14310,2001.0,0.02,0.01,0.0,0.0,0.03,6,4,4
14311,2011.0,0.0,0.02,0.0,0.01,0.03,13,1,1
14312,2012.0,0.0,0.03,0.0,0.0,0.03,4,1,1
14313,2010.0,0.0,0.0,0.03,0.0,0.03,4,3,3
14316,2016.0,0.0,0.0,0.03,0.0,0.03,20,2,2
14317,2008.0,0.0,0.0,0.03,0.0,0.03,16,9,9
14318,2009.0,0.03,0.0,0.0,0.0,0.03,28,3,3
14319,2013.0,0.0,0.0,0.03,0.0,0.03,2,0,0
14320,1996.0,0.0,0.0,0.03,0.0,0.03,21,3,3
14321,2007.0,0.03,0.0,0.0,0.0,0.03,4,3,3
14322,2015.0,0.0,0.03,0.0,0.0,0.03,26,0,0
14323,1998.0,0.0,0.0,0.03,0.0,0.03,21,7,7
14324,2007.0,0.03,0.0,0.0,0.0,0.03,4,6,6
14325,2008.0,0.03,0.0,0.0,0.0,0.03,4,3,3
14326,2005.0,0.02,0.01,0.0,0.0,0.03,29,4,4
14327,2008.0,0.0,0.0,0.03,0.0,0.03,16,1,1
14328,2012.0,0.0,0.0,0.03,0.0,0.03,2,1,1
14329,2005.0,0.02,0.01,0.0,0.0,0.03,6,1,1
14330,2002.0,0.0,0.03,0.0,0.01,0.03,13,7,7
14331,2010.0,0.0,0.03,0.0,0.0,0.03,13,3,3
14332,2011.0,0.0,0.03,0.0,0.0,0.03,28,3,3
14333,2013.0,0.0,0.03,0.0,0.0,0.03,13,1,1
14334,2008.0,0.0,0.0,0.03,0.0,0.03,16,3,3
14335,2007.0,0.03,0.0,0.0,0.0,0.03,4,10,10
14336,2012.0,0.0,0.0,0.03,0.0,0.03,19,1,1
14337,2010.0,0.0,0.0,0.03,0.0,0.03,19,7,7
14338,1985.0,0.0,0.03,0.0,0.01,0.03,13,9,9
14339,2015.0,0.0,0.0,0.03,0.0,0.03,17,7,7
14340,1995.0,0.0,0.0,0.03,0.0,0.03,21,1,1
14341,2010.0,0.01,0.0,0.02,0.0,0.03,4,10,10
14342,2008.0,0.0,0.0,0.03,0.0,0.03,4,9,9
14343,2013.0,0.0,0.0,0.03,0.0,0.03,20,7,7
14344,2007.0,0.01,0.0,0.02,0.0,0.03,4,3,3
14345,2009.0,0.03,0.0,0.0,0.0,0.03,4,6,6
14346,2010.0,0.0,0.0,0.03,0.0,0.03,4,9,9
14347,2015.0,0.0,0.0,0.03,0.0,0.03,17,7,7
14348,2009.0,0.0,0.02,0.0,0.01,0.03,17,3,3
14349,2007.0,0.0,0.0,0.03,0.0,0.03,16,1,1
14350,2008.0,0.0,0.0,0.03,0.0,0.03,17,10,10
14351,2013.0,0.0,0.0,0.03,0.0,0.03,20,7,7
14352,2010.0,0.0,0.02,0.0,0.01,0.03,17,3,3
14353,2015.0,0.0,0.0,0.03,0.0,0.03,20,0,0
14354,2006.0,0.02,0.01,0.0,0.0,0.03,16,0,0
14355,2013.0,0.0,0.03,0.0,0.0,0.03,4,1,1
14356,2008.0,0.01,0.02,0.0,0.0,0.03,4,3,3
14357,2005.0,0.02,0.01,0.0,0.0,0.03,6,4,4
14358,1996.0,0.02,0.01,0.0,0.0,0.03,15,0,0
14359,1996.0,0.0,0.0,0.03,0.0,0.03,23,3,3
14360,2010.0,0.0,0.0,0.03,0.0,0.03,28,1,1
14361,2015.0,0.0,0.02,0.01,0.0,0.03,20,0,0
14362,2015.0,0.0,0.0,0.03,0.0,0.03,2,0,0
14363,2003.0,0.02,0.01,0.0,0.0,0.03,7,0,0
14364,2006.0,0.03,0.0,0.0,0.0,0.03,19,7,7
14365,2006.0,0.03,0.0,0.0,0.0,0.03,19,7,7
14366,2009.0,0.0,0.0,0.03,0.0,0.03,28,8,8
14367,2002.0,0.02,0.01,0.0,0.0,0.03,7,6,6
14368,1998.0,0.0,0.0,0.03,0.0,0.03,21,2,2
14369,2003.0,0.0,0.03,0.0,0.01,0.03,13,9,9
14370,2013.0,0.0,0.0,0.03,0.0,0.03,19,1,1
14371,1998.0,0.0,0.0,0.03,0.0,0.03,21,11,11
14372,2009.0,0.01,0.02,0.0,0.0,0.03,26,2,2
14373,2003.0,0.02,0.01,0.0,0.0,0.03,6,6,6
14374,2011.0,0.0,0.02,0.0,0.01,0.03,13,4,4
14375,2003.0,0.02,0.01,0.0,0.0,0.03,6,4,4
14376,2013.0,0.0,0.0,0.03,0.0,0.03,19,1,1
14377,2015.0,0.0,0.0,0.03,0.0,0.03,17,2,2
14378,2014.0,0.0,0.0,0.03,0.0,0.03,17,10,10
14379,2007.0,0.0,0.0,0.03,0.0,0.03,26,7,7
14381,2008.0,0.0,0.0,0.03,0.0,0.03,4,1,1
14382,2015.0,0.0,0.0,0.03,0.0,0.03,2,7,7
14383,2008.0,0.0,0.03,0.0,0.0,0.03,4,5,5
14384,2003.0,0.0,0.03,0.0,0.01,0.03,13,11,11
14385,2015.0,0.0,0.0,0.03,0.0,0.03,20,0,0
